INSERT INTO Client (email,username,name,gender,sexual_orientation, bio, description, likes, state, age, birthday) VALUES ('karaAcevedo@gmail.com', 'Kara Acevedo', 'karaAcevedo', 'F', 'W', 'This is the bio', 'This is the description', 'Running, Reading, Hiking, Watching series, Acrobatics', 'Reported', 'karaAcevedoprofilePic', 30, '1963-3-19'),
('bufordCamp@gmail.com', 'Buford Camp', 'bufordCamp', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Yoga, Dancing, Listening to music, Baseball', 'Pending', 'bufordCampprofilePic', 37, '1955-9-24'),
('jacksonButler@gmail.com', 'Jackson Butler', 'jacksonButler', 'M', 'M', 'This is the bio', 'This is the description', 'Fishing, Photography, Paintball, Acrobatics, Listening to podcasts', 'Reported', 'jacksonButlerprofilePic', 38, '1970-12-19'),
('glenHoward@gmail.com', 'Glen Howard', 'glenHoward', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Listening to podcasts, Listening to music, Car fixing, Running', 'Pending', 'glenHowardprofilePic', 22, '1953-7-5'),
('lindseyMueller@gmail.com', 'Lindsey Mueller', 'lindseyMueller', 'Other', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Running, Bowling, Listening to podcasts, Blogging', 'Reported', 'lindseyMuellerprofilePic', 22, '1983-9-28'),
('jonathonChristian@gmail.com', 'Jonathon Christian', 'jonathonChristian', 'M', 'W', 'This is the bio', 'This is the description', 'Yoga, Watching movies, Listening to music, Cycling, Hiking', 'Pending', 'jonathonChristianprofilePic', 26, '1957-2-1'),
('okJackson@gmail.com', 'Ok Jackson', 'okJackson', 'F', 'B', 'This is the bio', 'This is the description', 'Watching movies, Chess, Paintball, Running, Journaling', 'Reported', 'okJacksonprofilePic', 19, '1983-7-4'),
('rickHodges@gmail.com', 'Rick Hodges', 'rickHodges', 'M', 'W', 'This is the bio', 'This is the description', 'Listening to podcasts, Car fixing, Running, Knitting, Yoga', 'Pending', 'rickHodgesprofilePic', 39, '1951-5-17'),
('alisaMacdonald@gmail.com', 'Alisa Macdonald', 'alisaMacdonald', 'F', 'B', 'This is the bio', 'This is the description', 'Knitting, Parkour, Fishing, Listening to podcasts, Reading', 'Reported', 'alisaMacdonaldprofilePic', 30, '1982-8-26'),
('laraeWalton@gmail.com', 'Larae Walton', 'laraeWalton', 'F', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Chess, Acrobatics, Paintball, Journaling', 'Accepted', 'laraeWaltonprofilePic', 31, '1957-12-16'),
('elwoodOlson@gmail.com', 'Elwood Olson', 'elwoodOlson', 'M', 'M', 'This is the bio', 'This is the description', 'Parkour, Paintball, Listening to podcasts, Running, Cycling', 'Pending', 'elwoodOlsonprofilePic', 35, '1985-8-13'),
('parisGray@gmail.com', 'Paris Gray', 'parisGray', 'Other', 'M', 'This is the bio', 'This is the description', 'Chess, Cycling, Dancing, Acrobatics, Listening to podcasts', 'Accepted', 'parisGrayprofilePic', 29, '1984-9-6'),
('hyeEspinoza@gmail.com', 'Hye Espinoza', 'hyeEspinoza', 'Other', 'M', 'This is the bio', 'This is the description', 'Dancing, Listening to music, Blogging, Car fixing, Bowling', 'Pending', 'hyeEspinozaprofilePic', 31, '1984-5-20'),
('derickEspinoza@gmail.com', 'Derick Espinoza', 'derickEspinoza', 'M', 'M', 'This is the bio', 'This is the description', 'Chess, Journaling, Yoga, Listening to music, Dancing', 'Accepted', 'derickEspinozaprofilePic', 33, '2004-1-26'),
('jonahLucas@gmail.com', 'Jonah Lucas', 'jonahLucas', 'M', 'W', 'This is the bio', 'This is the description', 'Car fixing, Hiking, Yoga, Fishing, Running', 'Accepted', 'jonahLucasprofilePic', 38, '1973-7-14'),
('santanaBoyer@gmail.com', 'Santana Boyer', 'santanaBoyer', 'Other', 'M', 'This is the bio', 'This is the description', 'Baseball, Watching movies, Cycling, Listening to music, Yoga', 'Pending', 'santanaBoyerprofilePic', 25, '1964-10-28'),
('bobStephenson@gmail.com', 'Bob Stephenson', 'bobStephenson', 'M', 'W', 'This is the bio', 'This is the description', 'Listening to music, Yoga, Dancing, Fishing, Bowling', 'Pending', 'bobStephensonprofilePic', 35, '1974-11-26'),
('evieBooker@gmail.com', 'Evie Booker', 'evieBooker', 'Other', 'W', 'This is the bio', 'This is the description', 'Journaling, Watching series, Photography, Listening to podcasts, Chess', 'Pending', 'evieBookerprofilePic', 31, '1997-9-12'),
('jamaalWelch@gmail.com', 'Jamaal Welch', 'jamaalWelch', 'M', 'M', 'This is the bio', 'This is the description', 'Bowling, Listening to podcasts, Chess, Cycling, Baseball', 'Pending', 'jamaalWelchprofilePic', 36, '1996-11-27'),
('henriettaWhitaker@gmail.com', 'Henrietta Whitaker', 'henriettaWhitaker', 'F', 'B', 'This is the bio', 'This is the description', 'Car fixing, Watching movies, Yoga, Running, Cycling', 'Pending', 'henriettaWhitakerprofilePic', 34, '1977-5-6'),
('rudolfGutierrez@gmail.com', 'Rudolf Gutierrez', 'rudolfGutierrez', 'M', 'W', 'This is the bio', 'This is the description', 'Knitting, Fishing, Photography, Reading, Hiking', 'Pending', 'rudolfGutierrezprofilePic', 30, '1972-8-15'),
('samaraDotson@gmail.com', 'Samara Dotson', 'samaraDotson', 'Other', 'B', 'This is the bio', 'This is the description', 'Watching series, Fishing, Car fixing, Acrobatics, Photography', 'Pending', 'samaraDotsonprofilePic', 18, '1998-12-1'),
('jodyKnapp@gmail.com', 'Jody Knapp', 'jodyKnapp', 'F', 'B', 'This is the bio', 'This is the description', 'Fishing, Listening to music, Listening to podcasts, Paintball, Photography', 'Accepted', 'jodyKnappprofilePic', 31, '1958-7-8'),
('willisLutz@gmail.com', 'Willis Lutz', 'willisLutz', 'Other', 'W', 'This is the bio', 'This is the description', 'Knitting, Dancing, Reading, Hiking, Blogging', 'Pending', 'willisLutzprofilePic', 30, '1969-3-17'),
('wilberJames@gmail.com', 'Wilber James', 'wilberJames', 'M', 'W', 'This is the bio', 'This is the description', 'Journaling, Acrobatics, Chess, Yoga, Parkour', 'Accepted', 'wilberJamesprofilePic', 19, '1971-10-4'),
('kevenDale@gmail.com', 'Keven Dale', 'kevenDale', 'Other', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Knitting, Acrobatics, Reading, Cycling', 'Reported', 'kevenDaleprofilePic', 22, '1997-12-1'),
('grantHiggins@gmail.com', 'Grant Higgins', 'grantHiggins', 'M', 'B', 'This is the bio', 'This is the description', 'Knitting, Journaling, Bowling, Acrobatics, Car fixing', 'Reported', 'grantHigginsprofilePic', 40, '1976-1-28'),
('hattieAtkins@gmail.com', 'Hattie Atkins', 'hattieAtkins', 'F', 'W', 'This is the bio', 'This is the description', 'Paintball, Cycling, Blogging, Parkour, Car fixing', 'Accepted', 'hattieAtkinsprofilePic', 19, '2001-1-15'),
('shandaBarron@gmail.com', 'Shanda Barron', 'shandaBarron', 'F', 'M', 'This is the bio', 'This is the description', 'Baseball, Dancing, Reading, Watching series, Journaling', 'Pending', 'shandaBarronprofilePic', 35, '1979-3-10'),
('devonGiles@gmail.com', 'Devon Giles', 'devonGiles', 'M', 'W', 'This is the bio', 'This is the description', 'Bowling, Watching movies, Chess, Parkour, Acrobatics', 'Accepted', 'devonGilesprofilePic', 25, '1950-3-21'),
('harrisNunez@gmail.com', 'Harris Nunez', 'harrisNunez', 'Other', 'M', 'This is the bio', 'This is the description', 'Dancing, Car fixing, Blogging, Cycling, Photography', 'Accepted', 'harrisNunezprofilePic', 29, '1979-6-5'),
('jeromeGuzman@gmail.com', 'Jerome Guzman', 'jeromeGuzman', 'Other', 'M', 'This is the bio', 'This is the description', 'Chess, Fishing, Car fixing, Blogging, Reading', 'Pending', 'jeromeGuzmanprofilePic', 37, '1977-9-28'),
('nikitaSpencer@gmail.com', 'Nikita Spencer', 'nikitaSpencer', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Reading, Paintball, Listening to music, Dancing', 'Reported', 'nikitaSpencerprofilePic', 28, '1972-12-8'),
('krystaDelgado@gmail.com', 'Krysta Delgado', 'krystaDelgado', 'F', 'B', 'This is the bio', 'This is the description', 'Bowling, Car fixing, Yoga, Running, Listening to podcasts', 'Pending', 'krystaDelgadoprofilePic', 28, '1992-6-18'),
('sylvesterKrueger@gmail.com', 'Sylvester Krueger', 'sylvesterKrueger', 'M', 'B', 'This is the bio', 'This is the description', 'Reading, Fishing, Acrobatics, Chess, Car fixing', 'Reported', 'sylvesterKruegerprofilePic', 37, '1980-9-11'),
('rubenRosales@gmail.com', 'Ruben Rosales', 'rubenRosales', 'Other', 'B', 'This is the bio', 'This is the description', 'Running, Parkour, Bowling, Fishing, Listening to music', 'Reported', 'rubenRosalesprofilePic', 21, '1983-10-9'),
('stephaneWitt@gmail.com', 'Stephane Witt', 'stephaneWitt', 'F', 'B', 'This is the bio', 'This is the description', 'Yoga, Reading, Dancing, Car fixing, Parkour', 'Reported', 'stephaneWittprofilePic', 19, '1962-11-6'),
('claudeCochran@gmail.com', 'Claude Cochran', 'claudeCochran', 'Other', 'W', 'This is the bio', 'This is the description', 'Cycling, Watching movies, Fishing, Journaling, Blogging', 'Accepted', 'claudeCochranprofilePic', 34, '1961-7-21'),
('andreasThompson@gmail.com', 'Andreas Thompson', 'andreasThompson', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Paintball, Chess, Acrobatics, Fishing', 'Reported', 'andreasThompsonprofilePic', 28, '2003-10-19'),
('colinAbbott@gmail.com', 'Colin Abbott', 'colinAbbott', 'M', 'W', 'This is the bio', 'This is the description', 'Running, Listening to music, Watching movies, Bowling, Listening to podcasts', 'Pending', 'colinAbbottprofilePic', 39, '1986-10-6'),
('timDudley@gmail.com', 'Tim Dudley', 'timDudley', 'M', 'B', 'This is the bio', 'This is the description', 'Watching series, Knitting, Listening to podcasts, Blogging, Cycling', 'Reported', 'timDudleyprofilePic', 39, '1970-4-9'),
('jenellCook@gmail.com', 'Jenell Cook', 'jenellCook', 'F', 'M', 'This is the bio', 'This is the description', 'Photography, Paintball, Acrobatics, Hiking, Listening to music', 'Accepted', 'jenellCookprofilePic', 23, '2000-2-15'),
('pearlineChandler@gmail.com', 'Pearline Chandler', 'pearlineChandler', 'F', 'B', 'This is the bio', 'This is the description', 'Hiking, Knitting, Car fixing, Watching series, Parkour', 'Reported', 'pearlineChandlerprofilePic', 29, '1993-1-26'),
('willBell@gmail.com', 'Will Bell', 'willBell', 'Other', 'M', 'This is the bio', 'This is the description', 'Listening to music, Blogging, Listening to podcasts, Reading, Chess', 'Accepted', 'willBellprofilePic', 23, '1956-5-18'),
('versieJamison@gmail.com', 'Versie Jamison', 'versieJamison', 'F', 'B', 'This is the bio', 'This is the description', 'Hiking, Listening to music, Parkour, Listening to podcasts, Yoga', 'Pending', 'versieJamisonprofilePic', 40, '1998-8-1'),
('celestinaCross@gmail.com', 'Celestina Cross', 'celestinaCross', 'F', 'M', 'This is the bio', 'This is the description', 'Blogging, Bowling, Hiking, Listening to podcasts, Photography', 'Accepted', 'celestinaCrossprofilePic', 35, '1979-5-15'),
('willianSweeney@gmail.com', 'Willian Sweeney', 'willianSweeney', 'M', 'M', 'This is the bio', 'This is the description', 'Listening to music, Fishing, Journaling, Parkour, Reading', 'Reported', 'willianSweeneyprofilePic', 30, '1996-4-5'),
('paulineNunez@gmail.com', 'Pauline Nunez', 'paulineNunez', 'Other', 'M', 'This is the bio', 'This is the description', 'Car fixing, Watching series, Acrobatics, Fishing, Reading', 'Pending', 'paulineNunezprofilePic', 37, '2004-12-6'),
('aliceDurham@gmail.com', 'Alice Durham', 'aliceDurham', 'Other', 'M', 'This is the bio', 'This is the description', 'Blogging, Cycling, Running, Photography, Acrobatics', 'Reported', 'aliceDurhamprofilePic', 35, '1953-6-17'),
('gabrielMcfarland@gmail.com', 'Gabriel Mcfarland', 'gabrielMcfarland', 'M', 'M', 'This is the bio', 'This is the description', 'Reading, Yoga, Knitting, Dancing, Listening to podcasts', 'Pending', 'gabrielMcfarlandprofilePic', 27, '1968-3-3'),
('scottieKirby@gmail.com', 'Scottie Kirby', 'scottieKirby', 'M', 'W', 'This is the bio', 'This is the description', 'Car fixing, Journaling, Cycling, Dancing, Parkour', 'Pending', 'scottieKirbyprofilePic', 28, '1981-10-17'),
('kathernGoodman@gmail.com', 'Kathern Goodman', 'kathernGoodman', 'F', 'B', 'This is the bio', 'This is the description', 'Journaling, Yoga, Watching series, Hiking, Knitting', 'Reported', 'kathernGoodmanprofilePic', 27, '1990-3-18'),
('krisLevine@gmail.com', 'Kris Levine', 'krisLevine', 'Other', 'M', 'This is the bio', 'This is the description', 'Baseball, Dancing, Cycling, Chess, Journaling', 'Pending', 'krisLevineprofilePic', 22, '1969-1-23'),
('corettaBullock@gmail.com', 'Coretta Bullock', 'corettaBullock', 'Other', 'B', 'This is the bio', 'This is the description', 'Watching series, Reading, Yoga, Car fixing, Listening to podcasts', 'Pending', 'corettaBullockprofilePic', 35, '1960-10-11'),
('ashlyShea@gmail.com', 'Ashly Shea', 'ashlyShea', 'F', 'W', 'This is the bio', 'This is the description', 'Photography, Listening to podcasts, Bowling, Hiking, Chess', 'Reported', 'ashlySheaprofilePic', 32, '1960-3-6'),
('haroldHenson@gmail.com', 'Harold Henson', 'haroldHenson', 'M', 'W', 'This is the bio', 'This is the description', 'Fishing, Cycling, Blogging, Hiking, Chess', 'Accepted', 'haroldHensonprofilePic', 18, '1993-2-6'),
('granvilleNolan@gmail.com', 'Granville Nolan', 'granvilleNolan', 'M', 'B', 'This is the bio', 'This is the description', 'Listening to podcasts, Knitting, Yoga, Bowling, Running', 'Accepted', 'granvilleNolanprofilePic', 32, '1992-5-24'),
('kyleKidd@gmail.com', 'Kyle Kidd', 'kyleKidd', 'Other', 'W', 'This is the bio', 'This is the description', 'Running, Watching series, Baseball, Dancing, Car fixing', 'Accepted', 'kyleKiddprofilePic', 27, '1990-4-17'),
('novaStout@gmail.com', 'Nova Stout', 'novaStout', 'F', 'B', 'This is the bio', 'This is the description', 'Listening to music, Fishing, Watching movies, Running, Bowling', 'Pending', 'novaStoutprofilePic', 39, '2002-2-23'),
('willieTyler@gmail.com', 'Willie Tyler', 'willieTyler', 'Other', 'M', 'This is the bio', 'This is the description', 'Bowling, Cycling, Listening to podcasts, Dancing, Photography', 'Accepted', 'willieTylerprofilePic', 30, '1988-3-20'),
('deloresSimmons@gmail.com', 'Delores Simmons', 'deloresSimmons', 'Other', 'M', 'This is the bio', 'This is the description', 'Yoga, Listening to podcasts, Fishing, Photography, Paintball', 'Pending', 'deloresSimmonsprofilePic', 36, '1994-4-26'),
('lakishaTate@gmail.com', 'Lakisha Tate', 'lakishaTate', 'F', 'B', 'This is the bio', 'This is the description', 'Running, Cycling, Reading, Baseball, Bowling', 'Reported', 'lakishaTateprofilePic', 34, '1993-3-23'),
('dorseyRankin@gmail.com', 'Dorsey Rankin', 'dorseyRankin', 'M', 'W', 'This is the bio', 'This is the description', 'Fishing, Acrobatics, Blogging, Running, Hiking', 'Reported', 'dorseyRankinprofilePic', 35, '1982-10-7'),
('dannaWooten@gmail.com', 'Danna Wooten', 'dannaWooten', 'F', 'W', 'This is the bio', 'This is the description', 'Chess, Knitting, Yoga, Car fixing, Watching movies', 'Reported', 'dannaWootenprofilePic', 21, '1989-12-10'),
('tennieRichardson@gmail.com', 'Tennie Richardson', 'tennieRichardson', 'F', 'W', 'This is the bio', 'This is the description', 'Blogging, Dancing, Chess, Car fixing, Hiking', 'Reported', 'tennieRichardsonprofilePic', 32, '1962-9-10'),
('cleoRangel@gmail.com', 'Cleo Rangel', 'cleoRangel', 'M', 'M', 'This is the bio', 'This is the description', 'Yoga, Chess, Watching movies, Hiking, Dancing', 'Pending', 'cleoRangelprofilePic', 31, '1974-7-1'),
('heeJefferson@gmail.com', 'Hee Jefferson', 'heeJefferson', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Paintball, Reading, Dancing, Acrobatics', 'Accepted', 'heeJeffersonprofilePic', 30, '1997-7-1'),
('ronnyWilkinson@gmail.com', 'Ronny Wilkinson', 'ronnyWilkinson', 'M', 'M', 'This is the bio', 'This is the description', 'Listening to music, Hiking, Baseball, Yoga, Knitting', 'Reported', 'ronnyWilkinsonprofilePic', 24, '1992-12-7'),
('tamieBird@gmail.com', 'Tamie Bird', 'tamieBird', 'F', 'W', 'This is the bio', 'This is the description', 'Baseball, Fishing, Watching series, Paintball, Chess', 'Reported', 'tamieBirdprofilePic', 32, '1957-12-28'),
('macyPeters@gmail.com', 'Macy Peters', 'macyPeters', 'F', 'M', 'This is the bio', 'This is the description', 'Listening to music, Fishing, Dancing, Yoga, Car fixing', 'Accepted', 'macyPetersprofilePic', 19, '1979-4-15'),
('oliverBradshaw@gmail.com', 'Oliver Bradshaw', 'oliverBradshaw', 'M', 'W', 'This is the bio', 'This is the description', 'Fishing, Dancing, Photography, Chess, Baseball', 'Pending', 'oliverBradshawprofilePic', 37, '2001-3-26'),
('abeDixon@gmail.com', 'Abe Dixon', 'abeDixon', 'Other', 'B', 'This is the bio', 'This is the description', 'Photography, Blogging, Dancing, Watching movies, Reading', 'Pending', 'abeDixonprofilePic', 29, '1987-5-23'),
('brantLarsen@gmail.com', 'Brant Larsen', 'brantLarsen', 'M', 'W', 'This is the bio', 'This is the description', 'Car fixing, Journaling, Paintball, Parkour, Blogging', 'Pending', 'brantLarsenprofilePic', 20, '1997-6-4'),
('fritzJuarez@gmail.com', 'Fritz Juarez', 'fritzJuarez', 'Other', 'M', 'This is the bio', 'This is the description', 'Bowling, Reading, Watching series, Cycling, Yoga', 'Accepted', 'fritzJuarezprofilePic', 34, '1970-12-1'),
('ciaraSingleton@gmail.com', 'Ciara Singleton', 'ciaraSingleton', 'Other', 'M', 'This is the bio', 'This is the description', 'Yoga, Parkour, Knitting, Listening to music, Reading', 'Accepted', 'ciaraSingletonprofilePic', 30, '1968-9-20'),
('eldridgeFriedman@gmail.com', 'Eldridge Friedman', 'eldridgeFriedman', 'M', 'M', 'This is the bio', 'This is the description', 'Journaling, Hiking, Listening to music, Chess, Running', 'Pending', 'eldridgeFriedmanprofilePic', 40, '1966-10-10'),
('dixieRocha@gmail.com', 'Dixie Rocha', 'dixieRocha', 'F', 'W', 'This is the bio', 'This is the description', 'Acrobatics, Chess, Knitting, Watching movies, Running', 'Accepted', 'dixieRochaprofilePic', 37, '1967-1-11'),
('katheDaniel@gmail.com', 'Kathe Daniel', 'katheDaniel', 'F', 'W', 'This is the bio', 'This is the description', 'Parkour, Hiking, Photography, Paintball, Acrobatics', 'Pending', 'katheDanielprofilePic', 19, '1990-10-19'),
('samanthaPrice@gmail.com', 'Samantha Price', 'samanthaPrice', 'F', 'M', 'This is the bio', 'This is the description', 'Hiking, Dancing, Bowling, Yoga, Fishing', 'Reported', 'samanthaPriceprofilePic', 18, '1987-5-3'),
('devinNicholson@gmail.com', 'Devin Nicholson', 'devinNicholson', 'Other', 'B', 'This is the bio', 'This is the description', 'Bowling, Journaling, Watching movies, Hiking, Blogging', 'Pending', 'devinNicholsonprofilePic', 39, '1979-2-21'),
('karinaShoemaker@gmail.com', 'Karina Shoemaker', 'karinaShoemaker', 'F', 'M', 'This is the bio', 'This is the description', 'Knitting, Dancing, Bowling, Hiking, Parkour', 'Reported', 'karinaShoemakerprofilePic', 24, '1992-6-13'),
('andreeDavid@gmail.com', 'Andree David', 'andreeDavid', 'F', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Watching movies, Listening to music, Chess, Fishing', 'Pending', 'andreeDavidprofilePic', 35, '1989-1-8'),
('loreneBright@gmail.com', 'Lorene Bright', 'loreneBright', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Hiking, Paintball, Listening to music, Car fixing', 'Accepted', 'loreneBrightprofilePic', 24, '1956-7-17'),
